Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Humboldt, NV",16528,16106.0,30687,13.7,$444,25.0,9640.76
"Lander, NV",5775,5794.0,36994,10.2,$474,22.5,5490.11
"Lincoln, NV",5345,4165.0,21988,16.6,$616,25.7,10633.2
"Lyon, NV",51980,34501.0,26247,11.8,$644,25.0,2001.19
"Mineral, NV",4772,5071.0,28344,8.5,$379,10.5,3752.84
"Nye, NV",43946,32485.0,30799,8.9,$625,27.5,18181.92
"Pershing, NV",6753,6693.0,21988,11.5,$512,18.8,6036.56
"Storey, NV",4010,3399.0,37695,12.9,$613,31.4,262.92
"Washoe, NV",421407,339486.0,45410,26.5,$777,21.0,6302.37
"White Pine, NV",10030,9181.0,37176,10.5,$459,19.1,8875.65
"Albany, NY",304204,294565.0,42099,36.6,$685,19.5,522.8
"Allegany, NY",48946,49927.0,23292,19.5,$410,21.1,1029.31
"Bronx, NY",1385108,1332650.0,26001,17.6,$777,41.3,42.1
"Broome, NY",200600,200536.0,31337,25.7,$482,18.4,705.77
"Cattaraugus, NY",80317,83955.0,28841,17.7,$404,21.2,1308.35
"Cayuga, NY",80026,81963.0,29033,18.2,$460,21.4,691.58
"Chautauqua, NY",134905,139750.0,26986,19.8,$408,17.5,1060.23
"Chemung, NY",88830,91070.0,29999,20.6,$482,19.5,407.35
"Chenango, NY",50477,51401.0,27661,17.2,$430,22.7,893.55
"Clinton, NY",82128,79894.0,29500,22.4,$540,18.6,1037.85
"Columbia, NY",63096,63094.0,35661,27.6,$595,24.9,634.71
"Cortland, NY",49336,48599.0,27130,24.4,$507,20.9,498.76
"Delaware, NY",47980,48055.0,28122,18.2,$441,20.4,1442.44
"Dutchess, NY",297488,280150.0,41667,31.4,$885,29.7,795.63
"Erie, NY",919040,950265.0,36116,28.5,$505,20.9,1042.69
"Essex, NY",39370,38851.0,29145,25.8,$511,19.9,1794.23
"Franklin, NY",51599,51134.0,25381,16.2,$467,18.9,1629.12
"Fulton, NY",55531,55073.0,30033,14.6,$450,22.8,495.47
"Genesee, NY",60079,60370.0,29578,18.1,$508,22.0,492.94
"Greene, NY",49221,48195.0,30828,19.2,$532,25.1,647.16
"Hamilton, NY",4836,5379.0,30834,24.9,$490,19.8,1717.37
"Herkimer, NY",64519,64427.0,27341,18.1,$437,23.0,1411.47
"Jefferson, NY",116229,111738.0,34309,19.1,$527,19.5,1268.59
"Kings, NY",2504700,2465326.0,31768,28.3,$876,41.6,70.82
"Lewis, NY",27087,26944.0,26193,14.3,$458,23.4,1274.68
"Livingston, NY",65393,64328.0,28454,22.2,$515,24.4,631.76
"Madison, NY",73442,69441.0,30332,23.1,$517,23.0,654.84
"Monroe, NY",744344,735343.0,39314,34.4,$635,19.0,657.21
"Montgomery, NY",50219,49708.0,30269,15.6,$463,24.1,403.04
"Nassau, NY",1339532,1334544.0,62981,40.3,$1247,33.1,284.72
"New York, NY",1585873,1537195.0,120790,57.7,$1121,30.3,22.83
"Niagara, NY",216469,219846.0,30448,19.1,$460,20.6,522.36
"Oneida, NY",234878,235469.0,30623,20.9,$461,19.2,1212.43
"Onondaga, NY",467026,458336.0,37227,31.5,$573,19.0,778.39
"Ontario, NY",107931,100224.0,35527,29.8,$577,22.0,644.07
"Orange, NY",372813,341367.0,34643,26.8,$850,33.3,811.69
"Orleans, NY",42883,44171.0,25697,14.4,$450,23.7,391.26
"Oswego, NY",122109,122377.0,26513,15.3,$476,23.9,951.65
"Otsego, NY",62259,61676.0,28235,26.1,$524,21.1,1001.7
"Putnam, NY",99710,95745.0,50813,36.8,$1114,36.5,230.31
"Queens, NY",2230722,2229379.0,36073,28.8,$1034,42.0,108.53
"Rensselaer, NY",159429,152538.0,34592,26.4,$595,22.6,652.43
"Richmond, NY",468730,443728.0,42333,27.9,$922,42.5,58.37
"Rockland, NY",311687,286753.0,53482,40.1,$1088,29.5,173.55
"Saratoga, NY",219607,200635.0,40714,34.1,$699,24.7,809.98
"Schenectady, NY",154727,146555.0,37593,29.2,$605,21.6,204.52
"Schoharie, NY",32749,31582.0,29270,18.9,$509,26.9,621.82
"Schuyler, NY",18343,19224.0,27741,17.0,$450,25.3,328.33
"Seneca, NY",35251,33342.0,29099,18.5,$503,21.1,323.71
"St. Lawrence, NY",111944,111931.0,24854,18.2,$438,20.4,2680.38
"Steuben, NY",98990,98726.0,35141,19.5,$436,21.6,1390.56
"Suffolk, NY",1493350,1419369.0,47624,31.5,$1259,30.1,912.05
"Sullivan, NY",77547,73966.0,31490,20.8,$627,26.6,968.13
"Tioga, NY",51125,51784.0,30847,22.3,$426,24.0,518.6
"Tompkins, NY",101564,96501.0,30551,48.7,$732,17.8,474.65
"Ulster, NY",182493,177749.0,34051,28.8,$771,26.4,1124.24
"Warren, NY",65707,63303.0,33126,25.6,$610,20.8,866.95
"Washington, NY",63216,61042.0,27325,17.2,$537,26.1,831.18
"Wayne, NY",93772,93765.0,31613,21.4,$494,24.3,603.83
"Westchester, NY",949113,923459.0,74878,44.4,$1062,31.6,430.5
"Wyoming, NY",42155,43424.0,27401,14.3,$461,23.5,592.75
"Yates, NY",25348,24621.0,26299,22.3,$432,22.4,338.14
"Adams, OH",28550,27330.0,23977,10.9,$351,32.1,583.87
"Allen, OH",106331,108473.0,29519,15.8,$441,18.6,402.5
"Ashland, OH",53139,52523.0,25770,17.1,$458,21.6,422.95
"Ashtabula, OH",101497,102728.0,27412,13.0,$449,25.1,701.93
"Athens, OH",64757,62223.0,22864,25.2,$519,20.6,503.6
"Auglaize, OH",45949,46611.0,32394,14.9,$439,18.6,401.39
"Belmont, OH",70400,70226.0,27064,13.4,$341,24.4,532.13
"Brown, OH",44846,42285.0,27309,9.2,$431,34.1,490.02
"Butler, OH",368130,332807.0,33848,24.3,$572,22.9,467.06
"Carroll, OH",28836,28836.0,25620,12.0,$390,30.3,394.61
"Champaign, OH",40097,38890.0,28437,14.3,$457,22.7,428.67
"Clark, OH",138333,144742.0,30250,16.0,$451,21.9,397.47
"Clermont, OH",197363,177977.0,34956,23.8,$575,28.0,452.1
"Clinton, OH",42040,40543.0,31033,14.7,$482,24.8,408.68
"Columbiana, OH",107841,112075.0,26183,11.8,$403,24.2,531.89
"Coshocton, OH",36901,36655.0,26844,11.4,$360,21.8,563.91
"Crawford, OH",43784,46966.0,26008,11.0,$398,20.2,401.79
"Cuyahoga, OH",1280122,1393978.0,40838,27.4,$559,23.5,457.19
"Darke, OH",52959,53309.0,29405,10.7,$413,23.0,598.1
"Defiance, OH",39037,39500.0,30395,15.1,$430,19.1,411.46
"Delaware, OH",174214,109989.0,46227,46.8,$617,25.5,443.1
"Erie, OH",77079,79551.0,35222,19.6,$504,18.4,251.56
"Fairfield, OH",146156,122759.0,32045,23.2,$556,27.0,504.41
"Fayette, OH",29030,28433.0,30167,13.7,$475,23.5,406.36
"Franklin, OH",1163414,1068978.0,38556,35.1,$608,21.0,532.19
"Fulton, OH",42698,42084.0,32158,13.5,$463,22.6,405.44
"Gallia, OH",30934,31069.0,28475,13.7,$368,25.9,466.53
"Geauga, OH",93389,90895.0,46980,33.6,$619,26.6,400.16
"Greene, OH",161573,147886.0,33988,33.4,$617,19.9,413.73
"Guernsey, OH",40087,40792.0,25019,11.4,$376,23.6,522.25
"Hamilton, OH",802374,845303.0,42730,31.7,$526,22.2,405.91
"Hancock, OH",74782,71295.0,34131,23.9,$485,17.4,531.36
"Hardin, OH",32058,31945.0,23982,14.8,$400,23.4,470.41
"Harrison, OH",15864,15856.0,24869,8.3,$328,27.9,402.34
"Henry, OH",28215,29210.0,30410,12.7,$448,20.3,416.01
"Highland, OH",43589,40875.0,26924,10.3,$420,26.4,553.08
"Hocking, OH",29380,28241.0,25469,10.7,$431,32.5,421.32
"Holmes, OH",42366,38943.0,23428,9.1,$366,22.0,422.53
"Huron, OH",59626,59487.0,26730,11.4,$425,21.2,491.5
"Jackson, OH",33225,32641.0,24176,11.3,$341,25.2,420.3
"Jefferson, OH",69709,73894.0,28159,14.1,$360,21.8,408.33
"Knox, OH",60921,54500.0,28455,17.9,$477,26.8,525.49
"Lake, OH",230041,227511.0,36437,23.9,$653,23.2,227.49
"Lawrence, OH",62450,62319.0,25279,13.2,$381,23.1,453.37
"Licking, OH",166492,145491.0,33922,21.7,$518,25.8,682.5
"Logan, OH",45858,46005.0,30845,13.6,$466,21.6,458.43
"Lorain, OH",301356,284664.0,31719,19.7,$519,23.6,491.1
"Lucas, OH",441815,455054.0,33197,21.8,$482,19.7,340.86
"Madison, OH",43435,40213.0,31727,15.7,$489,25.1,465.88
"Mahoning, OH",238823,257555.0,31404,19.6,$441,21.0,411.62
"Marion, OH",66501,66217.0,28491,12.3,$452,19.9,403.76
"Medina, OH",172332,151095.0,36558,28.4,$621,27.0,421.36
"Meigs, OH",23770,23072.0,22226,10.0,$338,29.9,430.1
"Mercer, OH",40814,40924.0,31025,14.3,$439,17.6,462.45
"Miami, OH",102506,98868.0,33189,19.5,$486,20.4,406.58
"Monroe, OH",14642,15180.0,25250,9.2,$309,26.2,455.72
"Montgomery, OH",535153,559062.0,34732,23.9,$519,20.7,461.55
"Morgan, OH",15054,14897.0,20654,9.5,$341,33.4,416.42
"Morrow, OH",34827,31628.0,26778,14.3,$467,29.3,406.08
"Muskingum, OH",86074,84585.0,27100,13.8,$410,23.4,664.58
"Noble, OH",14645,14058.0,18441,9.6,$362,29.7,398.01
"Ottawa, OH",41428,40985.0,35155,19.1,$479,21.8,254.92
"Paulding, OH",19614,20293.0,28314,9.8,$392,21.4,416.44
"Perry, OH",36058,34078.0,23007,8.9,$374,33.8,407.97
"Pickaway, OH",55698,52727.0,27984,13.3,$486,27.3,501.32
"Pike, OH",28709,27695.0,24284,13.1,$413,28.1,440.28
"Portage, OH",161419,152061.0,32895,24.0,$616,24.3,487.38
"Preble, OH",42270,42337.0,28389,11.0,$461,25.5,424.12
"Putnam, OH",34499,34726.0,31092,16.7,$408,21.5,482.52
"Richland, OH",124475,128852.0,27769,14.5,$424,20.5,495.27
"Ross, OH",78064,73345.0,26397,12.1,$430,25.7,689.19
"Sandusky, OH",60944,61792.0,28946,13.1,$429,18.9,408.45
"Scioto, OH",79499,79195.0,25562,13.1,$372,25.0,610.21
"Seneca, OH",56745,58683.0,27987,16.3,$412,19.5,551.02
"Shelby, OH",49423,47910.0,32728,14.4,$486,17.6,407.68
"Stark, OH",375586,378098.0,31331,19.6,$478,21.1,575.27
"Summit, OH",541781,542899.0,37612,28.7,$559,22.3,412.75
"Trumbull, OH",210312,225116.0,29314,15.8,$442,22.4,618.3
"Tuscarawas, OH",92582,90914.0,27409,13.5,$423,21.4,567.64
"Union, OH",52300,40909.0,32258,25.3,$556,23.7,431.73
"Van Wert, OH",28744,29659.0,30053,14.6,$418,18.6,409.16
"Vinton, OH",13435,12806.0,20544,7.4,$373,30.2,412.36
"Warren, OH",212693,158383.0,37865,34.1,$649,24.1,401.31
"Washington, OH",61778,63251.0,29281,15.9,$401,21.8,631.97
"Wayne, OH",114520,111564.0,28888,18.8,$469,19.7,554.93
"Williams, OH",37642,39188.0,29006,11.9,$432,17.9,420.97
"Wood, OH",125488,121065.0,33528,27.8,$531,19.4,617.21
"Wyandot, OH",22615,22908.0,27889,13.4,$406,20.6,406.87
"Adair, OK",22683,21038.0,21835,10.5,$283,25.5,573.48
"Alfalfa, OK",5642,6105.0,20558,17.0,$249,18.2,866.46
"Atoka, OK",14182,13879.0,21348,13.5,$302,23.0,975.52
"Beaver, OK",5636,5857.0,26812,19.2,$332,18.3,1814.67
"Beckham, OK",22119,19799.0,29333,16.1,$404,16.8,901.81
"Blaine, OK",11943,11976.0,20439,16.1,$268,19.4,928.42
"Bryan, OK",42416,36534.0,27361,20.7,$394,20.0,904.47
"Caddo, OK",29600,30150.0,22176,13.3,$285,22.2,1278.29
"Canadian, OK",115541,87697.0,33196,24.3,$546,22.2,896.63
"Carter, OK",47557,45621.0,32535,17.3,$368,18.4,822.18
"Cherokee, OK",46987,42521.0,24415,23.6,$365,22.8,749.41
"Choctaw, OK",15205,15342.0,23969,11.3,$215,22.9,770.36
"Cimarron, OK",2475,3148.0,23941,15.8,$260,13.9,1834.74
"Cleveland, OK",255755,208016.0,34074,30.1,$560,21.6,538.77
"Coal, OK",5925,6031.0,21426,9.5,$275,25.1,516.68
"Comanche, OK",124098,114996.0,31845,20.1,$460,15.8,1069.29
"Cotton, OK",6193,6614.0,31786,17.3,$302,24.2,632.65
"Craig, OK",15029,14950.0,26715,12.2,$357,19.4,761.35
"Creek, OK",69967,67367.0,27585,14.4,$440,23.9,950.14
"Custer, OK",27469,26142.0,28350,22.7,$375,16.7,988.82
"Delaware, OK",41487,37077.0,27222,15.3,$362,24.4,738.18
"Dewey, OK",4810,4743.0,29963,15.2,$285,22.7,999.48
"Ellis, OK",4151,4075.0,28363,22.6,$276,20.6,1231.52
"Garfield, OK",60580,57813.0,34744,21.4,$422,15.7,1058.47
"Garvin, OK",27576,27210.0,31632,14.4,$309,21.7,802.12
"Grady, OK",52431,45516.0,26311,17.3,$385,25.6,1100.5
"Grant, OK",4527,5144.0,30762,23.0,$318,20.8,1000.87
"Greer, OK",6239,6061.0,26153,12.2,$242,18.1,639.32
"Harmon, OK",2922,3283.0,25783,14.3,$232,16.9,537.19
"Harper, OK",3685,3562.0,34841,20.6,$247,16.8,1039.02
"Haskell, OK",12769,11792.0,26426,12.8,$277,27.6,576.52
"Hughes, OK",14003,14154.0,22449,12.6,$301,25.1,804.65
"Jackson, OK",26446,28439.0,29794,19.9,$385,11.9,802.65
"Jefferson, OK",6472,6818.0,21747,11.8,$215,25.4,758.83
"Johnston, OK",10957,10513.0,23548,13.2,$267,25.0,642.94
"Kay, OK",46562,48080.0,33621,18.9,$376,15.0,919.73
"Kingfisher, OK",15034,13926.0,34947,16.3,$426,20.8,898.16
"Kiowa, OK",9446,10227.0,26117,16.6,$256,21.2,1015.23
"Latimer, OK",11154,10692.0,27268,12.4,$286,24.6,722.08
"Le Flore, OK",50384,48109.0,24442,11.3,$331,20.5,1589.21
"Lincoln, OK",34273,32080.0,26316,13.5,$343,29.3,952.31
"Logan, OK",41848,33924.0,34971,20.8,$407,27.2,743.83
"Love, OK",9423,8831.0,29833,11.3,$365,23.5,514.0
"Major, OK",7527,7545.0,27347,15.2,$271,20.2,954.99
"Marshall, OK",15840,13184.0,24842,14.8,$343,20.2,371.08
"Mayes, OK",41259,38369.0,25845,11.7,$388,24.0,655.39
"McClain, OK",34506,27740.0,33197,18.1,$406,27.8,570.7
"McCurtain, OK",33151,34402.0,24862,12.5,$285,20.3,1850.01
"McIntosh, OK",20252,19456.0,24743,11.1,$324,25.1,618.5
"Murray, OK",13488,12623.0,29394,13.5,$315,18.7,416.46
"Muskogee, OK",70990,69451.0,26645,17.1,$384,20.1,810.45
"Noble, OK",11561,11411.0,27187,18.8,$337,22.0,731.9
"Nowata, OK",10536,10569.0,23420,11.8,$362,23.9,565.78
"Okfuskee, OK",12191,11814.0,22415,11.1,$308,26.5,618.57
"Oklahoma, OK",718633,660448.0,43211,28.5,$498,19.7,708.82
"Okmulgee, OK",40069,39685.0,25517,13.7,$366,27.4,697.35
"Osage, OK",47472,44437.0,30350,17.8,$356,22.5,2246.36
"Ottawa, OK",31848,33194.0,28182,13.0,$332,20.3,470.82
"Pawnee, OK",16577,16612.0,27517,14.7,$345,28.0,567.96
"Payne, OK",77350,68190.0,27050,32.5,$462,17.5,684.7
"Pittsburg, OK",45837,43953.0,28234,15.7,$399,20.2,1305.46
"Pontotoc, OK",37492,35143.0,29470,24.9,$360,16.4,720.44
"Pottawatomie, OK",69442,65521.0,27997,16.3,$404,23.3,787.67
"Pushmataha, OK",11572,11667.0,23034,13.7,$255,22.8,1395.84
"Roger Mills, OK",3647,3436.0,29615,17.9,$247,20.4,1141.14
"Rogers, OK",86905,70641.0,31387,20.3,$505,24.0,675.63
"Seminole, OK",25482,24894.0,26460,13.6,$315,21.3,632.84
"Sequoyah, OK",42391,38972.0,24720,11.9,$361,25.2,673.27
"Stephens, OK",45048,43182.0,32225,16.2,$370,18.8,870.24
"Texas, OK",20640,20107.0,29052,17.9,$405,14.9,2041.26
"Tillman, OK",7992,9287.0,23665,14.7,$265,22.9,871.13
"Tulsa, OK",603403,563299.0,48025,29.1,$531,18.9,570.25
"Wagoner, OK",73085,57491.0,29237,19.8,$460,26.0,561.56
"Washington, OK",50976,48996.0,38558,25.3,$415,18.2,415.45
"Washita, OK",11629,11508.0,23136,15.2,$328,22.5,1003.17
"Woods, OK",8878,9089.0,25842,28.2,$309,12.3,1286.45
"Woodward, OK",20081,18486.0,31369,16.5,$384,15.9,1242.4
"Baker, OR",16134,16741.0,25754,19.5,$449,14.4,3068.36
"Benton, OR",85579,78153.0,36398,47.7,$647,17.5,675.94
"Clackamas, OR",375992,338391.0,43965,31.5,$741,25.8,1870.32
"Clatsop, OR",37039,35630.0,31108,22.1,$611,17.8,829.05
"Columbia, OR",49351,43560.0,31828,16.9,$610,31.7,657.36
"Coos, OR",63043,62779.0,29087,17.6,$534,18.3,1596.17
"Crook, OR",20978,19182.0,25158,15.8,$598,21.9,2979.09
"Curry, OR",22364,21137.0,31214,18.3,$592,14.4,1627.46
"Deschutes, OR",157733,115367.0,35057,28.9,$730,18.5,3018.19
"Douglas, OR",107667,100399.0,29708,15.0,$523,20.3,5036.08
"Gilliam, OR",1871,1915.0,29853,20.0,$452,17.0,1204.81
"Grant, OR",7445,7935.0,30231,16.5,$408,15.1,4528.54
"Harney, OR",7422,7609.0,28238,15.9,$401,12.9,10133.17
"Hood River, OR",22346,20411.0,31792,27.2,$591,16.4,521.95
"Jackson, OR",203206,181269.0,33516,24.5,$679,18.2,2783.55
"Jefferson, OR",21720,19009.0,24986,14.1,$515,19.5,1780.79
"Josephine, OR",82713,75726.0,27770,16.2,$572,19.8,1639.67
"Klamath, OR",66380,63775.0,28050,18.3,$530,17.1,5941.05
"Lake, OR",7895,7422.0,26571,15.4,$423,11.4,8138.98
"Lane, OR",351715,322959.0,32877,27.3,$650,19.6,4553.12
"Lincoln, OR",46034,44479.0,31796,23.1,$572,18.6,979.77
"Linn, OR",116672,103069.0,28153,15.6,$599,22.2,2290.13
"Malheur, OR",31313,31615.0,21733,12.7,$452,17.3,9887.53
"Marion, OR",315335,284834.0,30863,20.6,$597,22.9,1182.33
"Morrow, OR",11173,10995.0,32079,11.5,$509,20.5,2031.61
"Multnomah, OR",735334,660486.0,40598,36.9,$697,24.3,431.3
"Polk, OR",75403,62380.0,28370,26.3,$600,24.8,740.79
"Sherman, OR",1765,1934.0,28971,15.3,$446,18.3,823.69
"Tillamook, OR",25250,24262.0,30862,19.6,$581,18.7,1102.58
"Umatilla, OR",75889,70548.0,26535,15.6,$477,16.9,3215.51
"Union, OR",25748,24530.0,28833,20.4,$464,15.3,2036.61
"Wallowa, OR",7008,7226.0,29537,22.7,$480,19.2,3146.19
"Wasco, OR",25213,23791.0,30589,21.2,$529,16.9,2381.52
"Washington, OR",529710,445342.0,38371,37.9,$758,24.1,724.23
"Wheeler, OR",1441,1547.0,26549,21.0,$381,15.7,1714.75
"Yamhill, OR",99193,84992.0,32290,23.0,$650,23.9,715.86
"Adams, PA",101407,91292.0,30677,18.7,$543,26.3,518.67
"Allegheny, PA",1223348,1281666.0,46699,33.5,$539,24.9,730.08
"Armstrong, PA",68941,72392.0,31290,13.7,$382,27.5,653.2
"Beaver, PA",170539,181412.0,33046,18.9,$416,24.6,434.71
"Bedford, PA",49762,49984.0,26707,12.4,$389,27.1,1012.3
"Berks, PA",411442,373638.0,34921,21.5,$585,23.6,856.51
"Blair, PA",127089,129144.0,30402,17.2,$417,19.7,525.8
"Bradford, PA",62622,62761.0,27478,15.6,$398,22.9,1147.4
"Bucks, PA",625249,597635.0,50070,34.1,$874,28.1,604.31
"Butler, PA",183862,174083.0,38075,27.9,$520,26.2,788.6
"Cambria, PA",143679,152598.0,29022,16.7,$344,22.4,688.35
"Cameron, PA",5085,5974.0,29052,14.6,$352,14.9,396.23
"Carbon, PA",65249,58802.0,29899,13.8,$476,30.6,381.46
"Centre, PA",153990,135758.0,31731,38.4,$692,19.3,1109.92
"Chester, PA",498886,433501.0,58130,46.9,$902,27.8,750.51
"Clarion, PA",39988,41765.0,29454,16.3,$369,21.2,600.83
"Clearfield, PA",81642,83382.0,26996,12.5,$373,24.0,1144.72
"Clinton, PA",39238,37914.0,27254,16.5,$460,23.7,887.98
"Columbia, PA",67295,64151.0,29963,17.7,$454,21.2,483.11
"Crawford, PA",88765,90366.0,27150,17.2,$389,20.9,1012.3
"Cumberland, PA",235406,213674.0,38755,31.6,$606,20.7,545.46
"Dauphin, PA",268100,251798.0,37888,26.5,$605,20.5,525.05
"Delaware, PA",558979,550864.0,48060,34.4,$744,27.1,183.84
"Elk, PA",31946,35112.0,31510,15.6,$368,17.4,827.36
"Erie, PA",280566,280843.0,30323,23.5,$456,18.6,799.15
"Fayette, PA",136606,148644.0,27842,13.4,$366,24.0,790.34
"Forest, PA",7716,4946.0,20067,10.3,$356,26.1,427.19
"Franklin, PA",149618,129313.0,31812,17.5,$515,23.4,772.22
"Fulton, PA",14845,14261.0,30497,9.1,$396,30.9,437.55
"Greene, PA",38686,40672.0,26149,14.8,$331,27.7,575.95
"Huntingdon, PA",45913,45586.0,25240,13.0,$369,27.6,874.64
"Indiana, PA",88880,89605.0,30663,18.4,$456,22.8,827.03
"Jefferson, PA",45200,45932.0,28717,12.3,$350,20.4,652.43
"Juniata, PA",24636,22821.0,28927,9.7,$385,29.4,391.35
"Lackawanna, PA",214437,213295.0,34014,23.5,$468,19.9,459.08
"Lancaster, PA",519445,470658.0,34619,23.2,$630,21.9,943.81
"Lawrence, PA",91108,94643.0,29526,18.3,$428,21.2,358.18
"Lebanon, PA",133568,120327.0,34126,17.8,$508,22.1,361.83
"Lehigh, PA",349497,312090.0,38305,27.0,$685,23.6,345.17
"Luzerne, PA",320918,319250.0,33330,20.0,$442,21.8,890.33
"Lycoming, PA",116111,120044.0,30148,18.4,$463,19.4,1228.59
"McKean, PA",43450,45936.0,29460,15.8,$405,18.5,979.2
"Mercer, PA",116638,120293.0,29760,18.5,$423,20.0,672.58
"Mifflin, PA",46682,46486.0,26560,10.9,$372,21.8,411.03
"Monroe, PA",169842,138687.0,29657,23.3,$709,39.3,608.29
"Montgomery, PA",799874,750097.0,62086,43.7,$871,27.1,483.04
"Montour, PA",18267,18236.0,37678,25.5,$455,18.8,130.24
"Northampton, PA",297735,267066.0,35852,25.7,$668,27.1,369.67
"Northumberland, PA",94528,94556.0,29000,13.5,$371,22.5,458.37
"Perry, PA",45969,43602.0,30365,13.1,$459,30.9,551.45
"Philadelphia, PA",1526006,1517550.0,34764,22.1,$638,31.4,134.1
"Pike, PA",57369,46302.0,29728,23.3,$746,41.6,544.96
"Potter, PA",17457,18080.0,30045,12.7,$417,23.3,1081.32
"Schuylkill, PA",148289,150336.0,28528,13.5,$406,24.7,778.63
"Snyder, PA",39702,37546.0,30243,15.0,$423,22.2,328.71
"Somerset, PA",77742,80023.0,26834,14.2,$357,22.4,1074.37
"Sullivan, PA",6428,6556.0,27018,12.5,$319,26.0,449.94
"Susquehanna, PA",43356,42238.0,29142,15.2,$430,26.2,823.44
"Tioga, PA",41981,41373.0,24800,17.8,$400,22.5,1133.79
"Union, PA",44947,41624.0,27580,21.6,$458,19.7,315.98
"Venango, PA",54984,57565.0,28916,14.2,$371,20.9,674.28
"Warren, PA",41815,43863.0,30033,16.0,$380,20.5,884.14
"Washington, PA",207820,202897.0,39216,23.9,$423,25.5,856.99
"Wayne, PA",52822,47722.0,28786,19.0,$514,26.0,725.6
"Westmoreland, PA",365169,369993.0,36543,23.2,$428,25.2,1027.55
"Wyoming, PA",28276,28080.0,30160,16.6,$467,24.7,397.32
"York, PA",434972,381751.0,34134,21.0,$581,25.8,904.18
"Bristol, RI",49875,50648.0,52418,40.5,$748,25.7,24.16
"Kent, RI",166158,167090.0,41923,28.9,$797,23.9,168.53
"Newport, RI",82888,85433.0,50792,43.3,$909,21.1,102.39
"Providence, RI",626667,621602.0,35920,25.1,$704,22.5,409.5
"Washington, RI",126979,123546.0,44433,40.9,$800,23.6,329.24
"Abbeville, SC",25417,26167.0,23829,16.2,$351,24.9,490.48
"Aiken, SC",160099,142552.0,31253,22.9,$440,24.2,1071.03
"Allendale, SC",10419,11211.0,21928,13.4,$274,32.8,408.09
"Anderson, SC",187126,165740.0,29084,18.2,$443,22.6,715.43
"Bamberg, SC",15987,16658.0,22689,14.7,$315,32.1,393.37
"Barnwell, SC",22621,23478.0,22480,12.8,$315,31.6,548.39
"Beaufort, SC",162233,120937.0,45427,36.7,$831,20.2,576.28
"Berkeley, SC",177843,142651.0,28848,16.7,$627,25.9,1098.86
"Calhoun, SC",15175,15185.0,31156,20.1,$332,28.6,381.15
"Charleston, SC",350209,309969.0,38702,36.7,$687,22.0,916.09
"Cherokee, SC",55342,52537.0,24794,11.6,$396,22.2,392.66
"Chester, SC",33140,34068.0,26488,10.7,$374,26.7,580.66
"Chesterfield, SC",46734,42768.0,24533,11.2,$330,25.4,799.08
"Clarendon, SC",34971,32502.0,23372,12.2,$343,25.9,606.94
"Colleton, SC",38892,38264.0,25402,13.2,$398,32.8,1056.49
"Darlington, SC",68681,67394.0,28498,17.1,$351,21.9,561.15
"Dillon, SC",32062,30722.0,21439,9.1,$285,21.7,404.87
"Dorchester, SC",136555,96413.0,29092,22.3,$651,27.4,573.23
"Edgefield, SC",26985,24595.0,26743,15.3,$369,26.5,500.41
"Fairfield, SC",23956,23454.0,25725,14.4,$322,27.8,686.28
"Florence, SC",136885,125761.0,31802,20.6,$436,21.5,799.96
"Georgetown, SC",60158,55797.0,34694,22.0,$467,24.2,813.55
"Greenville, SC",451225,379616.0,35076,29.1,$531,21.2,785.12
"Greenwood, SC",69661,66271.0,27297,22.4,$432,19.8,454.73
"Hampton, SC",21090,21386.0,23584,10.9,$333,32.6,559.9
"Horry, SC",269291,196629.0,28307,21.0,$642,20.7,1133.9
"Jasper, SC",24777,20678.0,26415,10.4,$561,30.4,655.32
"Kershaw, SC",61697,52647.0,31834,19.0,$427,27.5,726.56
"Lancaster, SC",76652,61351.0,22076,13.6,$407,27.3,549.16
"Laurens, SC",66537,69567.0,26237,14.8,$367,23.8,713.8
"Lee, SC",19220,20119.0,22066,9.0,$297,27.4,410.18
"Lexington, SC",262391,216014.0,34744,26.7,$558,24.5,698.91
"Marion, SC",33062,35466.0,22145,12.8,$292,24.8,489.23
"Marlboro, SC",28933,28818.0,20384,7.9,$281,21.2,479.67
"McCormick, SC",10233,9958.0,23166,14.9,$281,26.7,359.13
"Newberry, SC",37508,36108.0,26494,18.7,$405,23.1,630.04
"Oconee, SC",74273,66215.0,31675,21.0,$386,23.8,626.33
"Orangeburg, SC",92501,91582.0,26419,16.9,$368,23.2,1106.1
"Pickens, SC",119224,110757.0,26624,22.9,$485,23.2,496.41
"Richland, SC",384504,320677.0,34434,36.6,$601,21.6,757.07
"Saluda, SC",19875,19181.0,28778,13.6,$347,28.7,452.78
"Spartanburg, SC",284307,253791.0,28971,19.8,$469,21.6,807.93
"Sumter, SC",107456,104646.0,27576,17.6,$432,21.4,665.07
"Union, SC",28961,29881.0,26230,12.0,$321,24.3,514.17
"Williamsburg, SC",34423,37217.0,21644,11.6,$242,26.4,934.16
"York, SC",226073,164614.0,32627,25.3,$563,24.3,680.6
"Aurora, SD",2710,3058.0,34631,11.9,$281,17.6,708.43
"Beadle, SD",17398,17023.0,39838,19.6,$340,12.3,1258.71
"Bennett, SD",3431,3574.0,25915,16.1,$179,18.2,1184.71
